student_id,school_id
2000231,1046
2000232,1065
2000233,1063
2000234,1079
2000235,1029
2000236,1072
2000237,1022
2000238,1034
2000239,1078
2000240,1002
2000241,1005
2000242,1005
2000243,1020
2000244,1032
2000245,1081
2000246,1005
2000247,1086
2000248,1088
2000249,1043
2000250,1057
2000251,1060
2000252,1085
2000253,1017
2000254,1046
2000255,1080
2000256,1052
2000257,1056
2000258,1026
2000259,1031
2000260,1064
2000261,1055
2000262,1073
2000263,1042
2000264,1067
2000265,1067
2000266,1029
2000267,1005
2000268,1022
2000269,1036
2000270,1078
2000271,1031
2000272,1064
2000273,1035
2000274,1066
2000275,1075
2000276,1070
2000277,1014
2000278,1042
2000279,1037
2000280,1067
2000281,1063
2000282,1071
2000283,1078
2000284,1051
2000285,1031
2000286,1078
2000287,1050
2000288,1086
2000289,1077
2000290,1025
2000291,1030
2000292,1058
2000293,1015
2000294,1088
2000295,1003
2000296,1069
2000297,1078
2000298,1037
2000299,1058
2000300,1009
2000301,1033
2000302,1090
2000303,1056
2000304,1070
2000305,1028
2000306,1017
2000307,1015
2000308,1016
2000309,1015
2000310,1040
2000311,1028
2000312,1036
2000313,1069
2000314,1080
2000315,1051
2000316,1016
2000317,1024
2000318,1022
2000319,1087
2000320,1035
2000321,1014
2000322,1062
2000323,1033
2000324,1056
2000325,1009
2000326,1060
2000327,1047
2000328,1090
2000329,1024
2000330,1028
2000331,1040
2000332,1090
2000333,1085
2000334,1090
2000335,1032
2000336,1033
2000337,1005
2000338,1078
2000339,1041
2000340,1080
2000341,1065
2000342,1081
2000343,1036
2000344,1075
2000345,1086
2000346,1021
2000347,1017
2000348,1014
2000349,1033
2000350,1003
2000351,1069
2000352,1057
2000353,1005
2000354,1012
2000355,1003
2000356,1085
2000357,1083
2000358,1051
2000359,1050
2000360,1089
2000361,1073
2000362,1078
2000363,1087
2000364,1077
2000365,1004
2000366,1024
2000367,1043
2000368,1002
2000369,1001
2000370,1024
2000371,1001
2000372,1047
2000373,1037
2000374,1056
2000375,1047
2000376,1014
2000377,1025
2000378,1087
2000379,1010
2000380,1063
2000381,1023
2000382,1072
2000383,1011
2000384,1067
2000385,1014
2000386,1080
2000387,1077
2000388,1037
2000389,1051
2000390,1046
2000391,1074
2000392,1080
2000393,1034
2000394,1090
2000395,1048
2000396,1050
2000397,1031
2000398,1047
2000399,1078
2000400,1045
2000401,1032
2000402,1056
2000403,1031
2000404,1004
2000405,1007
2000406,1001
2000407,1053
2000408,1072
2000409,1059
2000410,1057
2000411,1090
2000412,1033
2000413,1028
2000414,1085
2000415,1056
2000416,1003
2000417,1026
2000418,1079
2000419,1084
2000420,1031
2000421,1069
2000422,1010
2000423,1032
2000424,1066
2000425,1074
2000426,1037
2000427,1010
2000428,1079
2000429,1086
2000430,1083
2000431,1047
2000432,1087
2000433,1016
2000434,1020
2000435,1045
2000436,1052
2000437,1058
2000438,1069
2000439,1029
2000440,1082
2000441,1040
2000442,1063
2000443,1067
2000444,1047
2000445,1005
2000446,1060
2000447,1061
2000448,1079
2000449,1087
2000450,1037
2000451,1006
2000452,1001
2000453,1078
2000454,1060
2000455,1043
2000456,1014
2000457,1003
2000458,1033
2000459,1075
2000460,1033
2000461,1065
2000462,1003
2000463,1046
2000464,1071
2000465,1035
2000466,1015
2000467,1070
2000468,1075
2000469,1033
2000470,1080
2000471,1051
2000472,1004
2000473,1046
2000474,1078
2000475,1067
2000476,1004
2000477,1011
2000478,1038
2000479,1058
2000480,1037
2000481,1031
2000482,1015
2000483,1049
2000484,1012
2000485,1025
2000486,1040
2000487,1040
2000488,1063
2000489,1069
2000490,1028
2000491,1060
2000492,1035
2000493,1069
2000494,1016
2000495,1024
2000496,1005
2000497,1021
2000498,1042
2000499,1049
2000500,1003
2000501,1012
2000502,1031
2000503,1033
2000504,1078
2000505,1070
2000506,1017
2000507,1063
2000508,1003
2000509,1006
2000510,1045
2000511,1065
2000512,1050
2000513,1040
2000514,1036
2000515,1054
2000516,1057
2000517,1049
2000518,1067
2000519,1071
2000520,1071
2000521,1049
2000522,1015
2000523,1014
2000524,1051
2000525,1055
2000526,1063
2000527,1067
2000528,1067
2000529,1048
2000530,1032
2000531,1090
2000532,1051
2000533,1007
2000534,1088
2000535,1062
2000536,1014
2000537,1087
2000538,1026
2000539,1012
2000540,1012
2000541,1050
2000542,1048
2000543,1073
2000544,1005
2000545,1020
2000546,1077
2000547,1026
2000548,1080
2000549,1058
2000550,1082
2000551,1014
2000552,1017
2000553,1020
2000554,1056
2000555,1015
2000556,1056
2000557,1036
2000558,1049
2000559,1014
2000560,1012
2000561,1069
2000562,1001
2000563,1040
2000564,1051
2000565,1037
2000566,1041
2000567,1034
2000568,1050
2000569,1026
2000570,1051
2000571,1080
2000572,1067
2000573,1069
2000574,1090
2000575,1066
2000576,1035
2000577,1030
2000578,1033
2000579,1004
2000580,1078
2000581,1063
2000582,1007
2000583,1021
2000584,1058
2000585,1036
2000586,1037
2000587,1065
2000588,1053
2000589,1026
2000590,1086
2000591,1080
2000592,1062
2000593,1019
2000594,1033
2000595,1047
2000596,1050
2000597,1008
2000598,1038
2000599,1013
2000600,1003
2000601,1078
2000602,1090
2000603,1074
2000604,1009
2000605,1006
2000606,1040
2000607,1026
2000608,1030
2000609,1047
2000610,1001
2000611,1046
2000612,1035
2000613,1059
2000614,1082
2000615,1047
2000616,1077
2000617,1060
2000618,1047
2000619,1018
2000620,1033
2000621,1060
2000622,1064
2000623,1011
2000624,1053
2000625,1021
2000626,1080
2000627,1014
2000628,1014
2000629,1077
2000630,1087
2000631,1033
2000632,1060
2000633,1081
2000634,1037
2000635,1087
2000636,1086
2000637,1069
2000638,1086
2000639,1080
2000640,1014
2000641,1048
2000642,1016
2000643,1002
2000644,1043
2000645,1060
2000646,1080
2000647,1055
2000648,1029
2000649,1064
2000650,1083
2000651,1026
2000652,1057
2000653,1068
2000654,1012
2000655,1016
2000656,1083
2000657,1014
2000658,1050
2000659,1018
2000660,1039
2000661,1005
2000662,1064
2000663,1056
2000664,1078
2000665,1046
2000666,1013
2000667,1073
2000668,1006
2000669,1071
2000670,1023
2000671,1037
2000672,1065
2000673,1014
2000674,1073
2000675,1046
2000676,1071
2000677,1064
2000678,1054
2000679,1025
2000680,1076
2000681,1005
2000682,1033
2000683,1018
2000684,1010
2000685,1071
2000686,1012
2000687,1088
2000688,1080
2000689,1086
2000690,1016
2000691,1016
2000692,1014
2000693,1032
2000694,1061
2000695,1024
2000696,1037
2000697,1088
2000698,1037
2000699,1042
2000700,1014
2000701,1038
2000702,1002
2000703,1076
2000704,1090
2000705,1086
2000706,1075
2000707,1051
2000708,1067
2000709,1037
2000710,1073
2000711,1045
2000712,1037
2000713,1023
2000714,1047
2000715,1068
2000716,1039
2000717,1030
2000718,1063
2000719,1080
2000720,1039
2000721,1056
2000722,1060
2000723,1012
2000724,1086
2000725,1014
2000726,1090
2000727,1029
2000728,1012
2000729,1067
2000730,1032
2000731,1031
2000732,1072
2000733,1087
2000734,1057
2000735,1085
2000736,1024
2000737,1005
2000738,1037
2000739,1067
2000740,1079
2000741,1066
2000742,1079
2000743,1076
2000744,1008
2000745,1029
2000746,1047
2000747,1006
2000748,1060
2000749,1029
2000750,1016
2000751,1032
2000752,1031
2000753,1031
2000754,1024
2000755,1084
2000756,1041
2000757,1057
2000758,1088
2000759,1029
2000760,1044
2000761,1016
2000762,1076
2000763,1089
2000764,1029
2000765,1075
2000766,1029
2000767,1015
2000768,1032
2000769,1046
2000770,1064
2000771,1079
2000772,1078
2000773,1024
2000774,1067
2000775,1071
2000776,1031
2000777,1045
2000778,1065
2000779,1016
2000780,1089
2000781,1036
2000782,1086
2000783,1028
2000784,1046
2000785,1013
2000786,1010
2000787,1076
2000788,1040
2000789,1023
2000790,1014
2000791,1024
2000792,1035
2000793,1030
2000794,1076
2000795,1090
2000796,1075
2000797,1078
2000798,1061
2000799,1033
2000800,1072
2000801,1059
2000802,1046
2000803,1004
2000804,1014
2000805,1015
2000806,1020
2000807,1012
2000808,1080
2000809,1049
2000810,1009
2000811,1029
2000812,1026
2000813,1081
2000814,1086
2000815,1071
2000816,1027
2000817,1048
2000818,1006
2000819,1033
2000820,1078
2000821,1056
2000822,1067
2000823,1005
2000824,1087
2000825,1018
2000826,1056
2000827,1057
2000828,1004
2000829,1067
2000830,1032
2000831,1078
2000832,1035
2000833,1072
2000834,1086
2000835,1031
2000836,1072
2000837,1055
2000838,1075
2000839,1085
2000840,1003
2000841,1003
2000842,1005
2000843,1013
2000844,1012
2000845,1030
2000846,1077
2000847,1013
2000848,1019
2000849,1057
2000850,1047
2000851,1051
2000852,1069
2000853,1035
2000854,1084
2000855,1090
2000856,1014
2000857,1001
2000858,1045
2000859,1069
2000860,1026
2000861,1020
2000862,1012
2000863,1026
2000864,1029
2000865,1042
2000866,1048
2000867,1028
2000868,1062
2000869,1049
2000870,1089
2000871,1072
2000872,1068
2000873,1028
2000874,1036
2000875,1039
2000876,1084
2000877,1060
2000878,1011
2000879,1075
2000880,1007
2000881,1071
2000882,1084
2000883,1007
2000884,1012
2000885,1005
2000886,1031
2000887,1067
2000888,1081
2000889,1019
2000890,1080
2000891,1038
2000892,1066
2000893,1049
2000894,1050
2000895,1080
2000896,1009
2000897,1060
2000898,1028
2000899,1086
2000900,1087
2000901,1047
2000902,1086
2000903,1077
2000904,1055
2000905,1040
2000906,1003
2000907,1071
2000908,1033
2000909,1040
2000910,1005
2000911,1085
2000912,1030
2000913,1016
2000914,1026
2000915,1073
2000916,1038
2000917,1087
2000918,1075
2000919,1086
2000920,1074
2000921,1029
2000922,1088
2000923,1025
2000924,1069
2000925,1079
2000926,1059
2000927,1047
2000928,1017
2000929,1012
2000930,1032
2000931,1014
2000932,1077
2000933,1071
2000934,1006
2000935,1032
2000936,1049
2000937,1019
2000938,1048
2000939,1055
2000940,1085
2000941,1053
2000942,1080
2000943,1053
2000944,1090
2000945,1079
2000946,1066
2000947,1079
2000948,1075
2000949,1040
2000950,1062
2000951,1072
2000952,1026
2000953,1075
2000954,1040
2000955,1024
2000956,1087
2000957,1054
2000958,1005
2000959,1047
2000960,1049
2000961,1004
2000962,1045
2000963,1079
2000964,1080
2000965,1037
2000966,1079
2000967,1006
2000968,1081
2000969,1087
2000970,1031
2000971,1078
2000972,1086
2000973,1071
2000974,1046
2000975,1047
2000976,1007
2000977,1078
2000978,1033
2000979,1057
2000980,1007
2000981,1007
2000982,1058
2000983,1075
2000984,1026
2000985,1028
2000986,1066
2000987,1042
2000988,1033
2000989,1074
2000990,1016
2000991,1074
2000992,1023
2000993,1024
2000994,1040
2000995,1033
2000996,1069
2000997,1028
2000998,1039
2000999,1016
2001000,1083
2001001,1072
2001002,1010
2001003,1033
2001004,1072
2001005,1006
2001006,1072
2001007,1014
2001008,1073
2001009,1038
2001010,1051
2001011,1078
2001012,1052
2001013,1017
2001014,1026
2001015,1007
2001016,1086
2001017,1033
2001018,1036
2001019,1060
2001020,1055
2001021,1089
2001022,1034
2001023,1060
2001024,1001
2001025,1066
2001026,1028
2001027,1007
2001028,1079
2001029,1033
2001030,1044
2001031,1056
2001032,1049
2001033,1015
2001034,1033
2001035,1031
2001036,1075
2001037,1047
2001038,1043
2001039,1079
2001040,1086
2001041,1046
2001042,1004
2001043,1075
2001044,1005
2001045,1064
2001046,1083
2001047,1049
2001048,1056
2001049,1063
2001050,1039
2001051,1007
2001052,1007
2001053,1060
2001054,1028
2001055,1009
2001056,1015
2001057,1018
2001058,1058
2001059,1049
2001060,1088
2001061,1085
2001062,1043
2001063,1005
2001064,1050
2001065,1028
2001066,1008
2001067,1072
2001068,1008
2001069,1078
2001070,1004
2001071,1068
2001072,1062
2001073,1079
2001074,1042
2001075,1075
2001076,1036
2001077,1026
2001078,1084
2001079,1055
2001080,1079
2001081,1032
2001082,1040
2001083,1047
2001084,1061
2001085,1030
2001086,1038
2001087,1026
2001088,1037
2001089,1075
2001090,1003
2001091,1054
2001092,1067
2001093,1004
2001094,1069
2001095,1017
2001096,1077
2001097,1055
2001098,1031
2001099,1034
2001100,1010
2001101,1018
2001102,1085
2001103,1090
2001104,1066
2001105,1087
2001106,1072
2001107,1069
2001108,1005
2001109,1031
2001110,1054
2001111,1080
2001112,1032
2001113,1024
2001114,1007
2001115,1031
2001116,1083
2001117,1007
2001118,1028
2001119,1045
2001120,1056
2001121,1052
2001122,1061
2001123,1046
2001124,1056
2001125,1005
2001126,1083
2001127,1067
2001128,1085
2001129,1005
2001130,1042
2001131,1081
2001132,1005
2001133,1012
2001134,1035
2001135,1049
2001136,1047
2001137,1063
2001138,1033
2001139,1069
2001140,1021
2001141,1063
2001142,1065
2001143,1028
2001144,1051
2001145,1028
2001146,1080
2001147,1079
2001148,1032
2001149,1028
2001150,1078
2001151,1014
2001152,1056
2001153,1031
2001154,1023
2001155,1033
2001156,1012
2001157,1051
2001158,1051
2001159,1040
2001160,1024
2001161,1033
2001162,1032
2001163,1027
2001164,1037
2001165,1080
2001166,1011
2001167,1021
2001168,1079
2001169,1015
2001170,1033
2001171,1042
2001172,1047
2001173,1032
2001174,1066
2001175,1062
2001176,1056
2001177,1072
2001178,1049
2001179,1040
2001180,1004
2001181,1009
2001182,1012
2001183,1019
2001184,1034
2001185,1018
2001186,1038
2001187,1058
2001188,1063
2001189,1085
2001190,1079
2001191,1005
2001192,1050
2001193,1036
2001194,1043
2001195,1033
2001196,1028
2001197,1055
2001198,1042
2001199,1041
2001200,1069
2001201,1029
2001202,1060
2001203,1049
2001204,1046
2001205,1063
2001206,1035
2001207,1059
2001208,1025
2001209,1018
2001210,1026
2001211,1063
2001212,1086
2001213,1075
2001214,1007
2001215,1063
2001216,1059
2001217,1017
2001218,1060
2001219,1037
2001220,1006
2001221,1025
2001222,1082
2001223,1090
2001224,1037
2001225,1036
2001226,1037
2001227,1059
2001228,1074
2001229,1065
2001230,1033
2001231,1014
2001232,1055
2001233,1086
2001234,1016
2001235,1033
2001236,1059
2001237,1028
2001238,1074
2001239,1028
2001240,1077
2001241,1037
2001242,1086
2001243,1033
2001244,1003
2001245,1075
2001246,1023
2001247,1045
2001248,1032
2001249,1055
2001250,1085
2001251,1004
2001252,1005
2001253,1051
2001254,1030
2001255,1086
2001256,1046
2001257,1012
2001258,1081
2001259,1076
2001260,1024
2001261,1066
2001262,1013
2001263,1079
2001264,1014
2001265,1002
2001266,1056
2001267,1001
2001268,1031
2001269,1060
2001270,1030
2001271,1047
2001272,1057
2001273,1067
2001274,1090
2001275,1074
2001276,1012
2001277,1036
2001278,1057
2001279,1079
2001280,1029
2001281,1014
2001282,1089
2001283,1007
2001284,1020
2001285,1012
2001286,1017
2001287,1070
2001288,1010
2001289,1012
2001290,1010
2001291,1031
2001292,1007
2001293,1057
2001294,1013
2001295,1029
2001296,1054
2001297,1043
2001298,1040
2001299,1072
2001300,1049
2001301,1012
2001302,1022
2001303,1071
2001304,1012
2001305,1031
2001306,1030
2001307,1049
2001308,1002
2001309,1080
2001310,1078
2001311,1040
2001312,1005
2001313,1088
2001314,1037
2001315,1012
2001316,1035
2001317,1069
2001318,1062
2001319,1065
2001320,1036
2001321,1024
2001322,1053
2001323,1012
2001324,1055
2001325,1074
2001326,1021
2001327,1067
2001328,1090
2001329,1019
2001330,1046
2001331,1089
2001332,1020
2001333,1024
2001334,1075
2001335,1041
2001336,1003
2001337,1038
2001338,1029
2001339,1035
2001340,1089
2001341,1031
2001342,1028
2001343,1001
2001344,1037
2001345,1021
2001346,1087
2001347,1033
2001348,1072
2001349,1010
2001350,1023
2001351,1014
2001352,1089
2001353,1011
2001354,1077
2001355,1037
2001356,1032
2001357,1072
2001358,1067
2001359,1075
2001360,1075
2001361,1031
2001362,1066
2001363,1010
2001364,1053
2001365,1076
2001366,1040
2001367,1004
2001368,1046
2001369,1064
2001370,1011
2001371,1049
2001372,1060
2001373,1069
2001374,1060
2001375,1040
2001376,1024
2001377,1039
2001378,1017
2001379,1075
2001380,1011
2001381,1024
2001382,1008
2001383,1011
2001384,1067
2001385,1004
2001386,1075
2001387,1028
2001388,1088
2001389,1028
2001390,1078
2001391,1086
2001392,1071
2001393,1086
2001394,1038
2001395,1059
2001396,1004
2001397,1042
2001398,1089
2001399,1014
2001400,1029
2001401,1075
2001402,1008
2001403,1027
2001404,1032
2001405,1060
2001406,1080
2001407,1086
2001408,1033
2001409,1067
2001410,1012
2001411,1086
2001412,1057
2001413,1069
2001414,1083
2001415,1069
2001416,1024
2001417,1059
2001418,1007
2001419,1035
2001420,1076
2001421,1021
2001422,1046
2001423,1018
2001424,1078
2001425,1056
2001426,1029
2001427,1090
2001428,1055
2001429,1040
2001430,1015
2001431,1036
2001432,1004
2001433,1012
2001434,1065
2001435,1090
2001436,1047
2001437,1057
2001438,1072
2001439,1089
2001440,1068
2001441,1033
2001442,1055
2001443,1059
2001444,1087
2001445,1040
2001446,1012
2001447,1005
2001448,1060
2001449,1072
2001450,1060
2001451,1024
2001452,1065
2001453,1025
2001454,1073
2001455,1001
2001456,1078
2001457,1034
2001458,1084
2001459,1016
2001460,1031
2001461,1078
2001462,1011
2001463,1015
2001464,1018
2001465,1051
2001466,1024
2001467,1042
2001468,1042
2001469,1058
2001470,1009
2001471,1001
2001472,1001
2001473,1046
2001474,1024
2001475,1029
2001476,1002
2001477,1080
2001478,1064
2001479,1090
2001480,1046
2001481,1078
2001482,1059
2001483,1014
2001484,1026
2001485,1078
2001486,1016
2001487,1067
2001488,1082
2001489,1033
2001490,1033
2001491,1078
2001492,1013
2001493,1015
2001494,1056
2001495,1073
2001496,1031
2001497,1037
2001498,1003
2001499,1012
2001500,1057
2001501,1028
2001502,1037
2001503,1031
2001504,1030
2001505,1065
2001506,1012
2001507,1004
2001508,1082
2001509,1031
2001510,1037
2001511,1056
2001512,1077
2001513,1007
2001514,1075
2001515,1046
2001516,1033
2001517,1026
2001518,1002
2001519,1023
2001520,1014
2001521,1090
2001522,1003
2001523,1062
2001524,1001
2001525,1031
2001526,1041
2001527,1078
2001528,1058
2001529,1059
2001530,1068
2001531,1049
2001532,1012
2001533,1083
2001534,1081
2001535,1003
2001536,1047
2001537,1009
2001538,1078
2001539,1071
2001540,1005
2001541,1048
2001542,1047
2001543,1056
2001544,1031
2001545,1033
2001546,1046
2001547,1061
2001548,1060
2001549,1057
2001550,1068
2001551,1078
2001552,1060
2001553,1081
2001554,1086
2001555,1019
2001556,1005
2001557,1057
2001558,1065
2001559,1086
2001560,1027
2001561,1022
2001562,1063
2001563,1090
2001564,1020
2001565,1077
2001566,1048
2001567,1065
2001568,1006
2001569,1008
2001570,1069
2001571,1012
2001572,1037
2001573,1069
2001574,1027
2001575,1040
2001576,1083
2001577,1022
2001578,1088
2001579,1069
2001580,1045
2001581,1069
2001582,1070
2001583,1040
2001584,1017
2001585,1070
2001586,1042
2001587,1011
2001588,1065
2001589,1040
2001590,1052
2001591,1037
2001592,1024
2001593,1001
2001594,1081
2001595,1047
2001596,1063
2001597,1012
2001598,1066
2001599,1069
2001600,1067
2001601,1028
2001602,1030
2001603,1034
2001604,1075
2001605,1049
2001606,1057
2001607,1031
2001608,1012
2001609,1062
2001610,1087
2001611,1075
2001612,1007
2001613,1038
2001614,1047
2001615,1037
2001616,1024
2001617,1014
2001618,1013
2001619,1028
2001620,1046
2001621,1046
2001622,1024
2001623,1054
2001624,1008
2001625,1031
2001626,1026
2001627,1057
2001628,1056
2001629,1003
2001630,1070
2001631,1072
2001632,1088
2001633,1015
2001634,1068
2001635,1075
2001636,1076
2001637,1007
2001638,1018
2001639,1079
2001640,1066
2001641,1076
2001642,1015
2001643,1042
2001644,1088
2001645,1028
2001646,1069
2001647,1041
2001648,1090
2001649,1015
2001650,1026
2001651,1038
2001652,1074
2001653,1064
2001654,1057
2001655,1085
2001656,1014
2001657,1018
2001658,1004
2001659,1086
2001660,1037
2001661,1018
2001662,1015
2001663,1028
2001664,1034
2001665,1078
2001666,1074
2001667,1032
2001668,1087
2001669,1013
2001670,1033
2001671,1065
2001672,1075
2001673,1012
2001674,1035
2001675,1056
2001676,1033
2001677,1062
2001678,1075
2001679,1072
2001680,1038
2001681,1067
2001682,1041
2001683,1031
2001684,1024
2001685,1059
2001686,1009
2001687,1032
2001688,1069
2001689,1063
2001690,1086
2001691,1014
2001692,1059
2001693,1065
2001694,1078
2001695,1047
2001696,1015
2001697,1027
2001698,1017
2001699,1090
2001700,1076
2001701,1024
2001702,1028
2001703,1031
2001704,1065
2001705,1032
2001706,1005
2001707,1031
2001708,1001
2001709,1060
2001710,1060
2001711,1005
2001712,1033
2001713,1009
2001714,1053
2001715,1068
2001716,1086
2001717,1017
2001718,1028
2001719,1026
2001720,1074
2001721,1014
2001722,1041
2001723,1015
2001724,1052
2001725,1036
2001726,1015
2001727,1031
2001728,1070
2001729,1062
2001730,1003
2001731,1012
2001732,1001
2001733,1033
2001734,1056
2001735,1055
2001736,1040
2001737,1024
2001738,1056
2001739,1090
2001740,1015
2001741,1069
2001742,1018
2001743,1079
2001744,1064
2001745,1078
2001746,1016
2001747,1088
2001748,1040
2001749,1003
2001750,1082
2001751,1049
2001752,1024
2001753,1090
2001754,1072
2001755,1002
2001756,1085
2001757,1070
2001758,1090
2001759,1056
2001760,1082
2001761,1062
2001762,1067
2001763,1078
2001764,1082
2001765,1045
2001766,1036
2001767,1080
2001768,1060
2001769,1007
2001770,1065
2001771,1076
2001772,1013
2001773,1067
2001774,1077
2001775,1081
2001776,1030
2001777,1033
2001778,1063
2001779,1075
2001780,1032
2001781,1021
2001782,1033
2001783,1062
2001784,1054
2001785,1012
2001786,1077
2001787,1074
2001788,1056
2001789,1073
2001790,1007
2001791,1013
2001792,1078
2001793,1072
2001794,1064
2001795,1054
2001796,1012
2001797,1088
2001798,1026
2001799,1003
2001800,1014
2001801,1060
2001802,1033
2001803,1055
2001804,1067
2001805,1015
2001806,1055
2001807,1011
2001808,1024
2001809,1037
2001810,1050
2001811,1088
2001812,1035
2001813,1032
2001814,1007
2001815,1047
2001816,1029
2001817,1016
2001818,1028
2001819,1002
2001820,1024
2001821,1072
2001822,1055
2001823,1038
2001824,1052
2001825,1029
2001826,1017
2001827,1005
2001828,1012
2001829,1088
2001830,1063
2001831,1049
2001832,1059
2001833,1090
2001834,1028
2001835,1053
2001836,1090
2001837,1067
2001838,1048
2001839,1024
2001840,1053
2001841,1011
2001842,1001
2001843,1017
2001844,1090
2001845,1033
2001846,1066
2001847,1026
2001848,1030
2001849,1025
2001850,1017
2001851,1066
2001852,1080
2001853,1057
2001854,1026
2001855,1042
2001856,1041
2001857,1008
2001858,1012
2001859,1016
2001860,1063
2001861,1049
2001862,1001
2001863,1022
2001864,1032
2001865,1047
2001866,1024
2001867,1074
2001868,1067
2001869,1056
2001870,1049
2001871,1028
2001872,1024
2001873,1082
2001874,1029
2001875,1035
2001876,1014
2001877,1026
2001878,1083
2001879,1045
2001880,1081
2001881,1002
2001882,1024
2001883,1032
2001884,1054
2001885,1049
2001886,1056
2001887,1013
2001888,1090
2001889,1066
2001890,1049
2001891,1031
2001892,1011
2001893,1006
2001894,1067
2001895,1080
2001896,1052
2001897,1049
2001898,1072
2001899,1056
2001900,1060
2001901,1046
2001902,1051
2001903,1027
2001904,1035
2001905,1008
2001906,1032
2001907,1033
2001908,1038
2001909,1038
2001910,1021
2001911,1018
2001912,1026
2001913,1033
2001914,1085
2001915,1069
2001916,1016
2001917,1009
2001918,1078
2001919,1067
2001920,1032
2001921,1007
2001922,1014
2001923,1008
2001924,1013
2001925,1031
2001926,1087
2001927,1072
2001928,1015
2001929,1075
2001930,1040
2001931,1028
2001932,1035
2001933,1028
2001934,1063
2001935,1057
2001936,1075
2001937,1083
2001938,1059
2001939,1090
2001940,1055
2001941,1028
2001942,1065
2001943,1065
2001944,1034
2001945,1061
2001946,1037
2001947,1083
2001948,1076
2001949,1011
2001950,1022
2001951,1028
2001952,1039
2001953,1089
2001954,1078
2001955,1039
2001956,1021
2001957,1060
2001958,1072
2001959,1066
2001960,1032
2001961,1067
2001962,1005
2001963,1089
2001964,1055
2001965,1033
2001966,1009
2001967,1043
2001968,1062
2001969,1060
2001970,1056
2001971,1057
2001972,1069
2001973,1026
2001974,1074
2001975,1003
2001976,1060
2001977,1031
2001978,1037
2001979,1005
2001980,1033
2001981,1041
2001982,1090
2001983,1067
2001984,1067
2001985,1047
2001986,1060
2001987,1028
2001988,1001
2001989,1005
2001990,1068
2001991,1080
2001992,1056
2001993,1067
2001994,1021
2001995,1033
2001996,1015
2001997,1028
