school_id,educator_id,school_year,fte,subject_area
1087,3000201,2025,1.0,admin
1017,3000202,2025,0.34,sped
1018,3000202,2025,0.6599999999999999,social_studies
1007,3000203,2025,1.0,admin
1009,3000204,2025,1.0,counseling
1025,3000205,2025,1.0,sped
1059,3000206,2025,1.0,ela
1002,3000207,2025,1.0,science
1081,3000208,2025,1.0,math
1038,3000209,2025,1.0,science
1090,3000210,2025,1.0,ela
1023,3000211,2025,0.49,ela
1018,3000211,2025,0.51,ela
1008,3000212,2025,1.0,sped
1008,3000213,2025,1.0,admin
1054,3000214,2025,1.0,admin
1047,3000215,2025,1.0,math
1050,3000216,2025,1.0,social_studies
1065,3000217,2025,1.0,admin
1006,3000218,2025,1.0,math
1001,3000219,2025,1.0,sped
1026,3000220,2025,1.0,social_studies
1036,3000221,2025,1.0,math
1050,3000222,2025,1.0,ela
1077,3000223,2025,1.0,science
1064,3000224,2025,0.71,admin
1007,3000224,2025,0.29000000000000004,counseling
1002,3000225,2025,1.0,science
1061,3000226,2025,0.93,science
1087,3000226,2025,0.06999999999999995,math
1047,3000227,2025,0.55,ela
1076,3000227,2025,0.44999999999999996,social_studies
1036,3000228,2025,1.0,ela
1001,3000229,2025,1.0,ela
1002,3000230,2025,1.0,counseling
1007,3000231,2025,1.0,admin
1073,3000232,2025,1.0,ela
1069,3000233,2025,1.0,counseling
1063,3000234,2025,1.0,science
1041,3000235,2025,0.49,admin
1087,3000235,2025,0.51,sped
1088,3000236,2025,1.0,math
1082,3000237,2025,1.0,sped
1081,3000238,2025,1.0,ela
1018,3000239,2025,1.0,science
1087,3000240,2025,1.0,science
1071,3000241,2025,1.0,math
1028,3000242,2025,1.0,ela
1033,3000243,2025,0.96,math
1040,3000243,2025,0.040000000000000036,social_studies
1027,3000244,2025,1.0,ela
1021,3000245,2025,0.99,admin
1016,3000245,2025,0.010000000000000009,sped
1089,3000246,2025,1.0,science
1051,3000247,2025,1.0,admin
1067,3000248,2025,1.0,science
1054,3000249,2025,1.0,science
1072,3000250,2025,1.0,counseling
1045,3000251,2025,1.0,ela
1039,3000252,2025,1.0,social_studies
1080,3000253,2025,1.0,sped
1078,3000254,2025,1.0,science
1073,3000255,2025,1.0,ela
1018,3000256,2025,0.83,counseling
1039,3000256,2025,0.17000000000000004,math
1054,3000257,2025,1.0,admin
1061,3000258,2025,1.0,science
1076,3000259,2025,1.0,admin
1043,3000260,2025,1.0,sped
1061,3000261,2025,1.0,admin
1066,3000262,2025,1.0,math
1035,3000263,2025,1.0,ela
1001,3000264,2025,1.0,ela
1089,3000265,2025,1.0,ela
1081,3000266,2025,1.0,ela
1080,3000267,2025,1.0,math
1033,3000268,2025,1.0,ela
1029,3000269,2025,1.0,counseling
1029,3000270,2025,1.0,social_studies
1019,3000271,2025,1.0,admin
1066,3000272,2025,1.0,science
1075,3000273,2025,1.0,social_studies
1080,3000274,2025,1.0,admin
1068,3000275,2025,1.0,sped
1041,3000276,2025,0.89,admin
1075,3000276,2025,0.10999999999999999,counseling
1047,3000277,2025,1.0,ela
1074,3000278,2025,1.0,admin
1068,3000279,2025,1.0,science
1002,3000280,2025,1.0,counseling
1074,3000281,2025,1.0,counseling
1083,3000282,2025,1.0,math
1087,3000283,2025,1.0,social_studies
1076,3000284,2025,1.0,science
1067,3000285,2025,1.0,ela
1027,3000286,2025,1.0,math
1072,3000287,2025,1.0,science
1043,3000288,2025,1.0,science
1005,3000289,2025,1.0,math
1075,3000290,2025,1.0,social_studies
1008,3000291,2025,1.0,science
1068,3000292,2025,1.0,science
1049,3000293,2025,1.0,science
1018,3000294,2025,1.0,social_studies
1043,3000295,2025,1.0,social_studies
1007,3000296,2025,1.0,sped
1041,3000297,2025,1.0,sped
1031,3000298,2025,1.0,math
1053,3000299,2025,1.0,science
1047,3000300,2025,1.0,sped
1010,3000301,2025,0.61,sped
1085,3000301,2025,0.39,social_studies
1059,3000302,2025,1.0,ela
1048,3000303,2025,1.0,counseling
1052,3000304,2025,1.0,math
1029,3000305,2025,1.0,ela
1006,3000306,2025,1.0,math
1012,3000307,2025,1.0,math
1084,3000308,2025,1.0,sped
1086,3000309,2025,1.0,counseling
1002,3000310,2025,1.0,admin
1049,3000311,2025,1.0,math
1090,3000312,2025,0.33,social_studies
1028,3000312,2025,0.6699999999999999,science
1074,3000313,2025,1.0,math
1005,3000314,2025,1.0,social_studies
1028,3000315,2025,1.0,science
1067,3000316,2025,1.0,sped
1082,3000317,2025,1.0,math
1040,3000318,2025,1.0,social_studies
1041,3000319,2025,1.0,math
1075,3000320,2025,1.0,science
1057,3000321,2025,1.0,social_studies
1021,3000322,2025,1.0,math
1016,3000323,2025,1.0,social_studies
1090,3000324,2025,1.0,counseling
1089,3000325,2025,1.0,science
1089,3000326,2025,1.0,social_studies
1032,3000327,2025,1.0,sped
1078,3000328,2025,1.0,science
1024,3000329,2025,0.37,sped
1058,3000329,2025,0.63,science
1013,3000330,2025,1.0,counseling
1040,3000331,2025,1.0,social_studies
1054,3000332,2025,1.0,social_studies
1066,3000333,2025,0.6,science
1058,3000333,2025,0.4,math
1021,3000334,2025,1.0,social_studies
1062,3000335,2025,1.0,counseling
1068,3000336,2025,1.0,math
1069,3000337,2025,1.0,science
1047,3000338,2025,1.0,math
1080,3000339,2025,1.0,sped
1049,3000340,2025,0.6,admin
1030,3000340,2025,0.4,admin
1074,3000341,2025,1.0,ela
1032,3000342,2025,1.0,science
1074,3000343,2025,1.0,admin
1007,3000344,2025,0.98,ela
1001,3000344,2025,0.020000000000000018,sped
1081,3000345,2025,1.0,science
1076,3000346,2025,1.0,math
1017,3000347,2025,0.36,ela
1038,3000347,2025,0.64,science
1066,3000348,2025,1.0,counseling
1074,3000349,2025,1.0,math
1045,3000350,2025,0.76,counseling
1050,3000350,2025,0.24,sped
1014,3000351,2025,0.35,admin
1005,3000351,2025,0.65,math
1028,3000352,2025,0.54,admin
1085,3000352,2025,0.45999999999999996,admin
1059,3000353,2025,1.0,math
1080,3000354,2025,0.84,admin
1025,3000354,2025,0.16000000000000003,social_studies
1047,3000355,2025,1.0,sped
1029,3000356,2025,1.0,ela
1061,3000357,2025,1.0,ela
1082,3000358,2025,1.0,sped
1008,3000359,2025,1.0,math
1086,3000360,2025,1.0,math
1003,3000361,2025,1.0,social_studies
1032,3000362,2025,1.0,science
1063,3000363,2025,1.0,admin
1077,3000364,2025,0.86,counseling
1043,3000364,2025,0.14,science
1036,3000365,2025,1.0,ela
1076,3000366,2025,1.0,counseling
1013,3000367,2025,0.31,ela
1065,3000367,2025,0.69,science
1005,3000368,2025,0.7,math
1089,3000368,2025,0.30000000000000004,math
1021,3000369,2025,1.0,math
1019,3000370,2025,1.0,ela
1033,3000371,2025,0.89,math
1046,3000371,2025,0.10999999999999999,math
1088,3000372,2025,1.0,math
1072,3000373,2025,0.47,admin
1007,3000373,2025,0.53,math
1069,3000374,2025,1.0,social_studies
1036,3000375,2025,1.0,admin
1027,3000376,2025,1.0,ela
1073,3000377,2025,1.0,counseling
1063,3000378,2025,1.0,math
1090,3000379,2025,1.0,sped
1051,3000380,2025,1.0,counseling
1088,3000381,2025,1.0,math
1050,3000382,2025,1.0,sped
1046,3000383,2025,1.0,math
1073,3000384,2025,1.0,admin
1026,3000385,2025,1.0,ela
1013,3000386,2025,1.0,science
1019,3000387,2025,0.37,science
1003,3000387,2025,0.63,counseling
1055,3000388,2025,1.0,admin
1039,3000389,2025,1.0,counseling
1018,3000390,2025,1.0,sped
1083,3000391,2025,1.0,admin
1044,3000392,2025,1.0,social_studies
1036,3000393,2025,1.0,social_studies
1019,3000394,2025,0.52,counseling
1006,3000394,2025,0.48,sped
1054,3000395,2025,1.0,ela
1064,3000396,2025,1.0,counseling
1036,3000397,2025,1.0,social_studies
1019,3000398,2025,1.0,science
1084,3000399,2025,1.0,counseling
1085,3000400,2025,1.0,math
1088,3000401,2025,0.77,science
1057,3000401,2025,0.22999999999999998,admin
1077,3000402,2025,1.0,admin
1069,3000403,2025,1.0,counseling
1084,3000404,2025,1.0,admin
1057,3000405,2025,1.0,counseling
1050,3000406,2025,1.0,ela
1087,3000407,2025,0.99,counseling
1002,3000407,2025,0.010000000000000009,math
1004,3000408,2025,1.0,sped
1068,3000409,2025,1.0,ela
1068,3000410,2025,0.37,sped
1008,3000410,2025,0.63,ela
1086,3000411,2025,1.0,science
1049,3000412,2025,1.0,math
1089,3000413,2025,0.31,sped
1027,3000413,2025,0.69,admin
1021,3000414,2025,1.0,math
1056,3000415,2025,0.44,ela
1064,3000415,2025,0.56,sped
1079,3000416,2025,1.0,sped
1051,3000417,2025,1.0,counseling
1066,3000418,2025,1.0,science
1042,3000419,2025,1.0,admin
1075,3000420,2025,1.0,admin
1057,3000421,2025,1.0,sped
1070,3000422,2025,1.0,admin
1084,3000423,2025,1.0,math
1053,3000424,2025,1.0,admin
1063,3000425,2025,1.0,social_studies
1050,3000426,2025,1.0,admin
1069,3000427,2025,1.0,sped
1087,3000428,2025,0.43,admin
1070,3000428,2025,0.5700000000000001,sped
1061,3000429,2025,1.0,sped
1090,3000430,2025,1.0,admin
1065,3000431,2025,1.0,social_studies
1003,3000432,2025,1.0,sped
1013,3000433,2025,1.0,math
1080,3000434,2025,0.5,social_studies
1073,3000434,2025,0.5,sped
1057,3000435,2025,0.45,sped
1081,3000435,2025,0.55,science
1071,3000436,2025,1.0,science
1089,3000437,2025,1.0,sped
1058,3000438,2025,0.44,admin
1027,3000438,2025,0.56,social_studies
1042,3000439,2025,1.0,math
1079,3000440,2025,1.0,social_studies
1007,3000441,2025,1.0,ela
1018,3000442,2025,1.0,counseling
1034,3000443,2025,1.0,ela
1042,3000444,2025,1.0,sped
1051,3000445,2025,1.0,counseling
1055,3000446,2025,1.0,sped
1064,3000447,2025,1.0,social_studies
1024,3000448,2025,1.0,sped
1023,3000449,2025,1.0,admin
1084,3000450,2025,0.94,science
1046,3000450,2025,0.06000000000000005,sped
1038,3000451,2025,0.73,science
1087,3000451,2025,0.27,math
1037,3000452,2025,1.0,counseling
1019,3000453,2025,1.0,social_studies
1066,3000454,2025,1.0,sped
1051,3000455,2025,1.0,ela
1059,3000456,2025,0.78,sped
1037,3000456,2025,0.21999999999999997,counseling
1027,3000457,2025,0.4,math
1009,3000457,2025,0.6,math
1069,3000458,2025,1.0,ela
1011,3000459,2025,1.0,admin
1014,3000460,2025,1.0,ela
1070,3000461,2025,1.0,sped
1044,3000462,2025,1.0,admin
1067,3000463,2025,1.0,social_studies
1022,3000463,2025,0.0,social_studies
1069,3000464,2025,1.0,ela
1056,3000465,2025,1.0,science
1078,3000466,2025,0.81,sped
1031,3000466,2025,0.18999999999999995,sped
1076,3000467,2025,1.0,ela
1082,3000468,2025,1.0,counseling
1069,3000469,2025,1.0,sped
1005,3000470,2025,1.0,social_studies
1035,3000471,2025,1.0,math
1037,3000472,2025,1.0,sped
1011,3000473,2025,1.0,social_studies
1040,3000474,2025,1.0,ela
1073,3000475,2025,1.0,ela
1043,3000476,2025,0.82,counseling
1016,3000476,2025,0.18000000000000005,social_studies
1079,3000477,2025,0.81,ela
1066,3000477,2025,0.18999999999999995,science
1013,3000478,2025,1.0,math
1012,3000479,2025,1.0,sped
1051,3000480,2025,1.0,admin
1054,3000481,2025,1.0,ela
1063,3000482,2025,1.0,admin
1018,3000483,2025,1.0,science
1030,3000484,2025,1.0,ela
1012,3000485,2025,1.0,counseling
1013,3000486,2025,1.0,admin
1070,3000487,2025,1.0,admin
1084,3000488,2025,1.0,math
1018,3000489,2025,1.0,counseling
1031,3000490,2025,1.0,social_studies
1086,3000491,2025,1.0,sped
1037,3000492,2025,1.0,math
1060,3000493,2025,1.0,social_studies
1089,3000494,2025,1.0,sped
1012,3000495,2025,1.0,math
1041,3000496,2025,1.0,social_studies
1042,3000497,2025,1.0,ela
1011,3000498,2025,1.0,counseling
1010,3000499,2025,0.81,admin
1073,3000499,2025,0.18999999999999995,social_studies
1035,3000500,2025,1.0,social_studies
1063,3000501,2025,1.0,sped
1069,3000502,2025,1.0,ela
1038,3000503,2025,1.0,ela
1020,3000504,2025,1.0,science
1055,3000505,2025,1.0,ela
1009,3000506,2025,1.0,admin
1081,3000507,2025,0.3,admin
1039,3000507,2025,0.7,sped
1012,3000508,2025,1.0,sped
1053,3000509,2025,1.0,counseling
1017,3000510,2025,1.0,social_studies
1074,3000511,2025,1.0,admin
1012,3000512,2025,1.0,social_studies
1020,3000513,2025,1.0,ela
1086,3000514,2025,1.0,science
1066,3000515,2025,1.0,sped
1089,3000516,2025,0.7,admin
1016,3000516,2025,0.30000000000000004,social_studies
1016,3000517,2025,1.0,sped
1054,3000518,2025,1.0,math
1054,3000519,2025,1.0,social_studies
1026,3000520,2025,1.0,science
1007,3000521,2025,1.0,ela
1084,3000522,2025,1.0,admin
1052,3000523,2025,1.0,math
1002,3000524,2025,1.0,ela
1053,3000525,2025,1.0,admin
1048,3000526,2025,1.0,counseling
1032,3000527,2025,1.0,admin
1021,3000528,2025,1.0,science
1007,3000529,2025,1.0,social_studies
1038,3000530,2025,1.0,social_studies
1072,3000531,2025,1.0,social_studies
1046,3000532,2025,1.0,social_studies
1067,3000533,2025,1.0,math
1078,3000534,2025,1.0,science
1045,3000535,2025,1.0,ela
1015,3000536,2025,1.0,math
1089,3000537,2025,0.42,sped
1016,3000537,2025,0.5800000000000001,sped
1020,3000538,2025,1.0,ela
1011,3000539,2025,0.73,sped
1005,3000539,2025,0.27,admin
1001,3000540,2025,1.0,sped
1081,3000541,2025,1.0,social_studies
1067,3000542,2025,1.0,ela
1025,3000543,2025,1.0,science
1045,3000544,2025,1.0,math
1032,3000545,2025,0.5,social_studies
1011,3000545,2025,0.5,science
1054,3000546,2025,1.0,math
1025,3000547,2025,1.0,sped
1054,3000548,2025,1.0,counseling
1087,3000549,2025,1.0,admin
1075,3000550,2025,1.0,social_studies
1051,3000551,2025,1.0,science
1047,3000552,2025,1.0,admin
1001,3000553,2025,0.76,social_studies
1010,3000553,2025,0.24,counseling
1026,3000554,2025,1.0,social_studies
1012,3000555,2025,1.0,science
1090,3000556,2025,1.0,ela
1001,3000557,2025,1.0,sped
1066,3000558,2025,1.0,social_studies
1038,3000559,2025,1.0,science
1020,3000559,2025,0.0,math
1053,3000560,2025,1.0,math
1017,3000561,2025,1.0,sped
1067,3000562,2025,0.89,social_studies
1066,3000562,2025,0.10999999999999999,social_studies
1051,3000563,2025,1.0,social_studies
1028,3000564,2025,1.0,ela
1055,3000565,2025,1.0,math
1035,3000566,2025,1.0,sped
1064,3000567,2025,1.0,ela
1087,3000568,2025,0.48,counseling
1024,3000568,2025,0.52,admin
1081,3000569,2025,1.0,social_studies
1041,3000570,2025,1.0,science
1080,3000571,2025,1.0,science
1029,3000572,2025,1.0,sped
1015,3000573,2025,1.0,ela
1048,3000574,2025,1.0,ela
1022,3000575,2025,1.0,math
1013,3000576,2025,1.0,sped
1054,3000577,2025,1.0,social_studies
1004,3000578,2025,1.0,social_studies
1026,3000579,2025,1.0,social_studies
1018,3000580,2025,1.0,social_studies
1042,3000581,2025,1.0,ela
1078,3000582,2025,1.0,ela
1005,3000583,2025,1.0,science
1002,3000584,2025,1.0,admin
1013,3000585,2025,1.0,admin
1002,3000586,2025,1.0,social_studies
1015,3000587,2025,1.0,math
1042,3000588,2025,0.38,math
1026,3000588,2025,0.62,admin
1033,3000589,2025,1.0,sped
1019,3000590,2025,0.53,ela
1036,3000590,2025,0.47,ela
1065,3000591,2025,0.97,social_studies
1004,3000591,2025,0.030000000000000027,ela
1014,3000592,2025,1.0,admin
1011,3000593,2025,1.0,social_studies
1003,3000594,2025,1.0,admin
1038,3000595,2025,1.0,science
1005,3000596,2025,1.0,sped
1053,3000597,2025,1.0,science
1057,3000598,2025,1.0,social_studies
1054,3000599,2025,1.0,sped
1084,3000600,2025,1.0,math
1004,3000601,2025,0.49,admin
1049,3000601,2025,0.51,admin
1081,3000602,2025,1.0,science
1070,3000603,2025,0.7,math
1048,3000603,2025,0.30000000000000004,admin
1014,3000604,2025,1.0,counseling
1076,3000605,2025,1.0,counseling
1019,3000606,2025,1.0,sped
1069,3000607,2025,1.0,social_studies
1035,3000608,2025,1.0,social_studies
1055,3000609,2025,0.31,social_studies
1008,3000609,2025,0.69,sped
1018,3000610,2025,1.0,sped
1006,3000611,2025,1.0,math
1083,3000612,2025,1.0,sped
1037,3000613,2025,1.0,sped
1001,3000614,2025,1.0,admin
1073,3000615,2025,1.0,math
1085,3000616,2025,1.0,sped
1088,3000617,2025,1.0,math
1084,3000618,2025,1.0,science
1063,3000619,2025,1.0,admin
1016,3000620,2025,1.0,science
1013,3000621,2025,1.0,social_studies
1034,3000622,2025,1.0,counseling
1081,3000623,2025,0.37,admin
1009,3000623,2025,0.63,social_studies
1054,3000624,2025,1.0,math
1027,3000625,2025,1.0,math
1025,3000626,2025,1.0,counseling
1046,3000627,2025,0.98,sped
1012,3000627,2025,0.020000000000000018,counseling
1078,3000628,2025,1.0,math
1073,3000629,2025,1.0,ela
1075,3000630,2025,1.0,sped
1007,3000631,2025,1.0,math
1084,3000632,2025,1.0,ela
1055,3000633,2025,1.0,admin
1066,3000634,2025,1.0,admin
1039,3000635,2025,1.0,social_studies
1031,3000636,2025,1.0,sped
1050,3000637,2025,1.0,ela
1021,3000638,2025,1.0,admin
1070,3000639,2025,1.0,admin
1075,3000640,2025,1.0,math
1082,3000641,2025,1.0,admin
1022,3000642,2025,1.0,admin
1073,3000643,2025,1.0,social_studies
1048,3000644,2025,1.0,counseling
1061,3000645,2025,1.0,social_studies
1050,3000646,2025,1.0,ela
1079,3000647,2025,1.0,sped
1085,3000648,2025,1.0,science
1074,3000649,2025,1.0,math
1085,3000650,2025,1.0,social_studies
1048,3000651,2025,0.83,admin
1074,3000651,2025,0.17000000000000004,math
1002,3000652,2025,1.0,science
1046,3000653,2025,1.0,admin
1022,3000654,2025,1.0,ela
1049,3000655,2025,1.0,sped
1035,3000656,2025,1.0,counseling
1040,3000657,2025,1.0,math
1077,3000658,2025,0.98,sped
1020,3000658,2025,0.020000000000000018,science
1032,3000659,2025,1.0,sped
1010,3000660,2025,1.0,ela
1073,3000661,2025,1.0,math
1068,3000662,2025,1.0,science
1071,3000663,2025,1.0,sped
1062,3000664,2025,1.0,counseling
1050,3000665,2025,1.0,sped
1070,3000666,2025,1.0,counseling
1020,3000667,2025,1.0,ela
1022,3000668,2025,0.32,sped
1026,3000668,2025,0.6799999999999999,sped
1024,3000669,2025,1.0,ela
1052,3000670,2025,1.0,social_studies
1045,3000671,2025,1.0,admin
1065,3000672,2025,0.88,social_studies
1004,3000672,2025,0.12,admin
1060,3000673,2025,1.0,ela
1044,3000674,2025,1.0,science
1018,3000675,2025,1.0,social_studies
1006,3000676,2025,1.0,math
1045,3000677,2025,1.0,admin
1085,3000678,2025,1.0,math
1017,3000679,2025,1.0,sped
1016,3000679,2025,0.0,math
1042,3000680,2025,1.0,ela
1071,3000681,2025,1.0,sped
1052,3000682,2025,1.0,counseling
1076,3000683,2025,1.0,admin
1069,3000684,2025,1.0,math
1029,3000685,2025,1.0,math
1088,3000686,2025,1.0,math
1018,3000687,2025,1.0,math
1059,3000688,2025,1.0,math
1018,3000689,2025,1.0,math
1084,3000690,2025,1.0,counseling
1028,3000691,2025,1.0,counseling
1002,3000692,2025,1.0,social_studies
1020,3000693,2025,1.0,math
1074,3000694,2025,1.0,social_studies
1077,3000695,2025,1.0,math
1043,3000696,2025,1.0,social_studies
1007,3000697,2025,1.0,social_studies
1070,3000698,2025,1.0,counseling
1012,3000699,2025,1.0,ela
1037,3000700,2025,0.31,admin
1035,3000700,2025,0.69,sped
1069,3000701,2025,1.0,sped
1045,3000702,2025,1.0,social_studies
1022,3000703,2025,1.0,sped
1006,3000704,2025,1.0,social_studies
1080,3000705,2025,1.0,science
1065,3000706,2025,1.0,science
1030,3000707,2025,0.95,science
1011,3000707,2025,0.050000000000000044,social_studies
1061,3000708,2025,1.0,sped
1065,3000709,2025,1.0,counseling
